Text,Verdict
adpnews - feb 5 2010 - finnish real estate investor sponda oyj hel sda1v say today slip net loss eur 815 million usd 118 2009 profit eur 293 million 2008,negative
company net sales eur 198 mn pre-tax profit eur 18 mn 2005,neutral
paper company negative territories stora enso r shed 162 pct 1273 eur upm-kymmene 080 pct 1864 eur m-real b 018 pct lower 557 eur,negative
example net sales increase 59 % first quarter ebitda increase negative eur 02 mn first quarter 2009,positive
second variant offer complete final finish select apartment foreign high quality materials ( finland denmark germany france ),neutral
subscription period amer sport ' 2002 warrant scheme end 31 december 2007,neutral
report capman plc 's ceo heikki westerlund,neutral
elisa say mobile subscriptions grow 7 percent 2007 mainly customers adopt so-called third generation mobile technology,positive
stora enso 's target cut eur 485 eur 555 holmen 's target -- sek 135 sek 150,negative
also finnish industry investment government-owned investment company participate project,neutral
net sales decrease eur 916 mn eur 109mn correspond period 2005,negative
jp morgan expect scala lower nobel biocare 's growth forecast 2007 current guidance 23-25 pct well operate margin target current 34-35 pct,negative
helsinki thomson financial - share cargotec fell sharply early afternoon trade cargo handle group post surprise drop april-june profit overshadow large number new order receive three months,negative
hope increase traffic volumes open freight one scandinavia ``,positive
finnlines estimate annual general meet 2008 financially tough year due large investments,negative
finnish bank + land report operate profit rise eur 213 mn second quarter 2009 eur 61 mn correspond period 2008,positive
net sales financial year 2006 expect amount eur20m operate result ebit expect loss announce,negative
paper company negative territories stora enso r shed 162 pct 1273 eur upm-kymmene 080 pct 1864 eur m-real b 018 pct lower 557 eur,negative
accord ceo kai telanne company 's newspapers achieve best financial result ever,positive
- inge larsen ( cfo ) 29045 share represent 050 % share capital,neutral
kalmar award new 5-year contract supply rough terrain container handler rtch,positive
key geographical market europe russian federation middle-east south-africa japan,neutral
previously company anticipate operate profit improve period,positive
preliminary estimate hotel operate brand novotel,neutral
far norwegian norske skog reduce staff level 1000 people plan reduce production 200000 tons 2008 finnish-swedish stora enso cut staff 1700 people production 500000 tons,negative
omx nordic 40 omxn40 index comprise 40 trade nordic stock nasdaq omx exchange close 087 % 106414 point thursday,negative
operate profit half 08 09 glisten invest brand management team,negative
several large stock tack lower however,negative
finnair 's total traffic decrease 87 % term revenue passenger kilometres,negative
( adp news ) - feb 12 2009 - finnish solutions provider affecto oyj ( hel afe1v ) say today net profit rise eur 85 million ( usd 11m ) 2008 eur 7 million 2007,positive
time profit company increase 10 % h1 reach ls 79000,positive
transaction subject final agreement party approvals decision-making body approval finnish competition authority,neutral
implement software finnish army aim unify improve operations application areas qpr software state,positive
reason st petersburg status capital one participants meet quote chikunov say,neutral
company 's plant russia continue make tyres near market plant nokia finland manufacture tyres market,neutral
company 's board directors propose dividend eur 014 2008 annual general meet,neutral
court find telecominvest 's arguments convince,positive
company well position brazil uruguay,positive
elcoteq group recently announce last three months previous year bring major loss half billion kroons ( eur 32 mln ) fifth quarter run,negative
ebit exclude non-recurring items estimate increase 2009,positive
pretax profit total eur 808 mn compare loss eur 131 mn correspond period 2009,positive
accord deputy md pekka silvennoinen aim double turnover next three years,positive
j+ rvi-suomen portti also plan reduce use sodium nitrite,neutral
weber convince friend ray ostrom own lake street sport goods store sell lure,neutral
accord kesko company agree city administration lease build 2006 resettlement construction five-star hotel hilton 120 room,positive
return investment roi 41 % compare 438 % first half 2008,negative
result 20 persons longer need,negative
first quarter underlie operate profit rise 41 mln eur 33 mln year earlier,positive
utility also provide service relate electricity management hedge trade risk management report,neutral
technopolis st petersburg government sign cooperation memorandum october 2005 set techno-park neudorf production zone village strelny st petersburg suburbs,positive
stock trade map 50-day map sek72 983 higher 200-day map sek70 283 bullish indicator,positive
accord vauramo plant 's lift equipment suitable asian chinese truck,neutral
change take effect 1 january 2010 estimate impact number employees,neutral
danish company flsmidth acknowledge violate patent hold finnish metso,negative
antti orkola president kemira growhow 's industrial solutions unit tell thomson financial news company put open mine price phosphate ` quite depress long time ' ',negative
company estimate net sales 2010 increase considerably 2009 operate result clearly positive,positive
dirk jones head financial institutions client sales management gts citigroup inc say ` citi extremely please provide global custody service pohjola group bank,positive
six agreements company 's first customer acquisitions india since take tvs electronics ' contract manufacture facility jun 2007,neutral
72 % evraz group share own lanebrook whose beneficiaries one hand millhouse hold company assets billionaire roman abramovich business partner 50 % evraz executives alexander abramov alexander frolov 50 %,neutral
finnish lift equipment maker kone oyj say october 4 2007 order worth 15 mln euro $ 212 mln deliver total 53 custom design elevators norwegian shipbuilder aker yards asa,positive
benefon turn salo unit b2b business unit establish b2c business unit uk,neutral
policy also aim make company profitable competitive,positive
buyer real estate owner propertos oy company agree disclose financial detail deal,neutral
acquisition company expand offer north central south america say,positive
january 11 2010 ephc board directors approve increase quarterly dividend $ 003 $ 005 per share,positive
scanfil also issue profit warn,negative
company say currently french distribution unit ragot locate loudeac normandy distribution unit waterqueen line supplier tortue saint marcel mid-france hook manufacture unit vmc hook distribution unit vmc europe morvillars,neutral
